Minutes60UTC,PriceArea,Minutes60DK,ImbalancePriceEUR,ImbalancePriceDKK,SpotPriceEUR,aFRRUpMW,aFRRDownMW,aFRRVWAUpEUR,aFRRVWADownEUR,aFRRVWAUpDKK,aFRRVWADownDKK,mFRRMarginalPriceUpEUR,mFRRMarginalPriceDownEUR,mFRRMarginalPriceUpDKK,mFRRMarginalPriceDownDKK
2025-03-04T12:00:00.0,DK1,2025-03-04T13:00:00.0,-4.63,-34.53,4.04,0.0,-22.709999999999997,0.0,-15.129999999999999,0.0,-112.85249999999999,4.04,-4.63,30.13,-34.53
2025-03-04T13:00:00.0,DK1,2025-03-04T14:00:00.0,10.11,75.41,10.11,0.0,-10.765,3.7125,-7.265000000000001,27.69,-54.19,28.0,10.11,208.85,75.41
2025-03-04T14:00:00.0,DK1,2025-03-04T15:00:00.0,30.07,224.29,30.07,0.23500000000000001,-11.485,36.8275,0.69,274.695,5.147500000000004,30.07,-7.91,224.29,-59.0
2025-03-04T15:00:00.0,DK1,2025-03-04T16:00:00.0,50.0,372.94,50.0,3.025,-4.4725,86.775,9.57,647.2449999999999,71.38,50.0,10.06,372.94,75.04
2025-03-04T16:00:00.0,DK1,2025-03-04T17:00:00.0,74.91,558.75,74.91,2.9875,-4.345,81.61,10.8275,608.7225000000001,80.7625,74.91,31.5,558.75,234.96
2025-03-04T17:00:00.0,DK1,2025-03-04T18:00:00.0,136.47,1017.92,64.54,0.075,-28.497500000000002,19.785,-28.285,147.575,-210.975,136.47,34.0,1017.92,253.6
2025-03-04T18:00:00.0,DK1,2025-03-04T19:00:00.0,31.5,234.96,42.31,1.1724999999999999,-4.175,22.4075,13.922499999999998,167.135,103.845,42.31,31.5,315.59,234.96
2025-03-04T19:00:00.0,DK1,2025-03-04T20:00:00.0,27.0,201.39,29.85,0.53,-18.372500000000002,35.097500000000004,-20.169999999999998,261.79,-150.44749999999996,29.85,27.0,222.65,201.39
2025-03-04T20:00:00.0,DK1,2025-03-04T21:00:00.0,37.0,275.98,25.33,0.0,-36.19,0.0,-41.102500000000006,0.0,-306.58,37.0,25.33,275.98,188.93
2025-03-04T21:00:00.0,DK1,2025-03-04T22:00:00.0,73.21,546.07,25.52,0.0,-33.982499999999995,0.0,-36.035,0.0,-268.7825,73.21,25.52,546.07,190.35
2025-03-04T22:00:00.0,DK1,2025-03-04T23:00:00.0,121.82,908.64,20.69,0.0,-31.7275,0.0,-217.18999999999997,0.0,-1620.0,121.82,20.69,908.64,154.32
2025-03-04T23:00:00.0,DK1,2025-03-05T00:00:00.0,-12.07,-90.03,23.21,0.0,-2.0875,0.0,-16.025,0.0,-119.53,23.21,-12.07,173.12,-90.03
2025-03-05T00:00:00.0,DK1,2025-03-05T01:00:00.0,-11.03,-82.27,22.87,2.4399999999999995,-4.355,26.2825,8.677499999999998,196.04,64.725,22.87,-11.03,170.59,-82.27
2025-03-05T01:00:00.0,DK1,2025-03-05T02:00:00.0,-19.0,-141.72,21.31,0.975,-2.5075,17.4375,12.5125,130.0625,93.32749999999999,21.31,-19.0,158.95,-141.72
2025-03-05T02:00:00.0,DK1,2025-03-05T03:00:00.0,-19.0,-141.72,18.56,6.305,-4.94,63.870000000000005,12.575000000000001,476.4,93.795,18.56,-19.0,138.44,-141.72
2025-03-05T03:00:00.0,DK1,2025-03-05T04:00:00.0,-13.0,-96.97,19.24,1.3824999999999998,-4.595000000000001,22.11,12.32,164.91500000000002,91.89500000000001,19.24,-13.0,143.51,-96.97
2025-03-05T04:00:00.0,DK1,2025-03-05T05:00:00.0,-13.4,-99.95,17.88,1.0,-2.6675,12.122499999999999,13.467500000000001,90.4225,100.45,17.88,-13.4,133.37,-99.95
2025-03-05T05:00:00.0,DK1,2025-03-05T06:00:00.0,-23.88,-178.12,31.29,5.0725,-12.100000000000001,125.95250000000001,-2.1024999999999983,939.4675,-15.68249999999999,31.29,-23.88,233.39,-178.12
2025-03-05T06:00:00.0,DK1,2025-03-05T07:00:00.0,-23.88,-178.12,43.93,3.4,-0.505,150.38,23.6475,1121.67,176.385,43.93,-23.88,327.67,-178.12
2025-03-05T07:00:00.0,DK1,2025-03-05T08:00:00.0,-19.28,-143.81,47.71,26.4375,-0.065,766.115,8.5475,5714.3775000000005,63.755,47.71,-19.28,355.86,-143.81
2025-03-05T08:00:00.0,DK1,2025-03-05T09:00:00.0,0.42,3.13,22.0,12.46,-1.815,115.7575,6.6575,863.4224999999999,49.65749999999999,22.0,0.42,164.1,3.13
2025-03-05T09:00:00.0,DK1,2025-03-05T10:00:00.0,-19.62,-146.34,0.02,10.8425,-13.2425,102.065,-20.21,761.2925,-150.7475,10.0,-19.62,74.59,-146.34
2025-03-05T10:00:00.0,DK1,2025-03-05T11:00:00.0,-20.12,-150.07,-0.07,9.82,-18.2925,87.20249999999999,-68.45,650.435,-510.5625,-0.07,-20.12,-0.52,-150.07
2025-03-05T11:00:00.0,DK1,2025-03-05T12:00:00.0,-20.12,-150.07,-4.28,14.264999999999999,-7.175000000000001,106.90250000000002,-43.635,797.375,-325.46750000000003,-4.28,-20.12,-31.92,-150.07
2025-03-05T12:00:00.0,DK1,2025-03-05T13:00:00.0,-20.12,-150.07,-3.7,4.38,-12.459999999999999,43.9075,-11.794999999999998,327.5025,-87.9775,3.0,-20.12,22.38,-150.07
2025-03-05T13:00:00.0,DK1,2025-03-05T14:00:00.0,170.96,1275.17,0.05,2.485,-24.967499999999998,52.7325,-24.4425,393.3275,-182.315,170.96,0.05,1275.17,0.37
2025-03-05T14:00:00.0,DK1,2025-03-05T15:00:00.0,25.0,186.47,3.97,4.0625,-16.65,88.73750000000001,-28.377499999999998,661.885,-211.66250000000002,25.0,3.97,186.47,29.61
2025-03-05T15:00:00.0,DK1,2025-03-05T16:00:00.0,-2.84,-21.18,13.23,3.2325,-7.5649999999999995,65.475,-10.489999999999998,488.37249999999995,-78.245,13.23,-2.84,98.68,-21.18
2025-03-05T16:00:00.0,DK1,2025-03-05T17:00:00.0,60.4,450.52,60.4,0.1825,-16.0,15.36,-10.724999999999998,114.5675,-79.99499999999999,60.4,30.84,450.52,230.03
2025-03-05T17:00:00.0,DK1,2025-03-05T18:00:00.0,29.0,216.31,60.41,0.0,-31.580000000000002,0.0,-19.619999999999997,0.0,-146.345,60.41,29.0,450.59,216.31
2025-03-05T18:00:00.0,DK1,2025-03-05T19:00:00.0,-1.0,-7.46,55.87,0.14500000000000002,-16.655,29.5175,-4.492500000000001,220.17000000000002,-33.50749999999999,55.87,-1.0,416.73,-7.46
2025-03-05T19:00:00.0,DK1,2025-03-05T20:00:00.0,-1.0,-7.46,35.08,9.1325,-3.8425,125.92250000000001,6.0175,939.2450000000001,44.885,35.08,-1.0,261.66,-7.46
2025-03-05T20:00:00.0,DK1,2025-03-05T21:00:00.0,8.4,62.65,33.55,0.0,-18.125,0.0,-8.83,0.0,-65.86,33.55,8.4,250.25,62.65
2025-03-05T21:00:00.0,DK1,2025-03-05T22:00:00.0,31.31,233.54,31.31,0.975,-8.2675,35.755,6.3125,266.6925,47.084999999999994,31.31,8.4,233.54,62.65
2025-03-05T22:00:00.0,DK1,2025-03-05T23:00:00.0,31.16,232.42,31.16,6.4625,-2.2175000000000002,81.0625,14.695,604.6375,109.6075,31.16,7.86,232.42,58.63
2025-03-05T23:00:00.0,DK1,2025-03-06T00:00:00.0,6.7,49.97,30.3,0.5475,-9.0675,50.739999999999995,2.3199999999999994,378.46500000000003,17.302499999999995,329.41,6.7,2457.04,49.97
2025-03-06T00:00:00.0,DK1,2025-03-06T01:00:00.0,124.21,926.52,29.53,0.0575,-13.295000000000002,23.5325,0.3424999999999998,175.535,2.557499999999994,124.21,29.53,926.52,220.27
2025-03-06T01:00:00.0,DK1,2025-03-06T02:00:00.0,19.0,141.73,35.47,0.0,-14.64,0.0,1.1574999999999998,0.0,8.632500000000004,35.47,19.0,264.58,141.73
2025-03-06T02:00:00.0,DK1,2025-03-06T03:00:00.0,12.0,89.51,39.25,0.67,-8.477500000000001,45.21249999999999,8.4275,337.255,62.86500000000001,39.25,12.0,292.78,89.51
2025-03-06T03:00:00.0,DK1,2025-03-06T04:00:00.0,6.0,44.76,47.4,0.18000000000000002,-9.004999999999999,31.1975,6.6375,232.71249999999998,49.51,47.4,6.0,353.57,44.76
2025-03-06T04:00:00.0,DK1,2025-03-06T05:00:00.0,-15.33,-114.35,65.97,0.02,-12.98,15.3525,3.3775000000000004,114.52,25.195,65.97,-15.33,492.09,-114.35
2025-03-06T05:00:00.0,DK1,2025-03-06T06:00:00.0,-11.03,-82.28,93.15,3.5975,-0.255,137.83999999999997,22.2075,1028.19,165.6525,93.15,-11.03,694.83,-82.28
2025-03-06T06:00:00.0,DK1,2025-03-06T07:00:00.0,29.0,216.32,129.79,1.855,-0.9924999999999999,83.13499999999999,31.28,620.1275,233.3275,129.79,29.0,968.14,216.32
2025-03-06T07:00:00.0,DK1,2025-03-06T08:00:00.0,32.0,238.7,108.5,0.8025,-9.280000000000001,149.69,3.9699999999999998,1116.585,29.612500000000004,108.5,32.0,809.33,238.7
2025-03-06T08:00:00.0,DK1,2025-03-06T09:00:00.0,260.52,1943.3,78.7,1.0125,-23.2125,34.4675,0.09250000000000114,257.1025,0.6899999999999977,260.52,25.0,1943.3,186.48
2025-03-06T09:00:00.0,DK1,2025-03-06T10:00:00.0,18.0,134.27,50.47,0.0,-36.0375,0.0,-19.51,0.0,-145.5325,123.55,18.0,921.6,134.27
2025-03-06T10:00:00.0,DK1,2025-03-06T11:00:00.0,14.0,104.43,4.02,0.0025,-29.755,4.7875,-30.0375,35.7125,-224.0575,14.0,3.88,104.43,28.94
2025-03-06T11:00:00.0,DK1,2025-03-06T12:00:00.0,-16.42,-122.48,0.08,0.0125,-23.795,10.275,-27.2075,76.645,-202.9475,0.08,-16.42,0.6,-122.48
2025-03-06T12:00:00.0,DK1,2025-03-06T13:00:00.0,-13.41,-100.03,0.02,0.0025,-28.7425,4.6075,-19.740000000000002,34.3675,-147.2475,0.02,-13.41,0.15,-100.03
2025-03-06T13:00:00.0,DK1,2025-03-06T14:00:00.0,-11.04,-82.35,13.16,0.615,-12.16,66.80499999999999,-21.250000000000004,498.31750000000005,-158.5075,19.87,-11.04,148.22,-82.35
2025-03-06T14:00:00.0,DK1,2025-03-06T15:00:00.0,-9.05,-67.51,63.61,6.55,-2.6750000000000003,129.09,18.752499999999998,962.9200000000001,139.88000000000002,63.61,-9.05,474.49,-67.51
2025-03-06T15:00:00.0,DK1,2025-03-06T16:00:00.0,4827.6,36010.52,99.19,1.2275,-15.7675,72.2825,1.6349999999999998,539.1775,12.194999999999993,4827.6,6.0,36010.52,44.76
2025-03-06T16:00:00.0,DK1,2025-03-06T17:00:00.0,39.8,296.88,129.69,4.967499999999999,-17.677500000000002,341.065,6.542499999999998,2544.1075,48.80250000000001,244.64,39.8,1824.84,296.88
2025-03-06T17:00:00.0,DK1,2025-03-06T18:00:00.0,32.5,242.43,155.73,5.925,-0.0025,226.54500000000002,10.055,1689.865,75.0025,155.73,32.5,1161.64,242.43
2025-03-06T18:00:00.0,DK1,2025-03-06T19:00:00.0,0.34,2.54,132.33,1.55,-0.2875,159.24,50.974999999999994,1187.82,380.2375,132.33,0.34,987.09,2.54
2025-03-06T19:00:00.0,DK1,2025-03-06T20:00:00.0,-16.09,-120.02,112.63,0.805,-0.1225,95.60749999999999,52.97,713.1675,395.1175,112.63,-16.09,840.14,-120.02
2025-03-06T20:00:00.0,DK1,2025-03-06T21:00:00.0,103.37,771.07,103.37,4.6850000000000005,-0.1275,552.6725,39.215,4122.55,292.515,103.37,-6.7,771.07,-49.98
2025-03-06T21:00:00.0,DK1,2025-03-06T22:00:00.0,96.4,719.08,96.4,3.4050000000000002,-1.51,152.61,32.775,1138.365,244.47750000000002,96.4,21.82,719.08,162.76
2025-03-06T22:00:00.0,DK1,2025-03-06T23:00:00.0,19.5,145.46,86.0,0.022500000000000003,-10.7075,36.9025,17.37,275.26750000000004,129.5675,86.0,19.5,641.5,145.46
2025-03-06T23:00:00.0,DK1,2025-03-07T00:00:00.0,13.0,96.97,84.58,1.5474999999999999,-10.7925,94.725,18.3925,706.5825,137.195,84.58,13.0,630.91,96.97
2025-03-07T00:00:00.0,DK1,2025-03-07T01:00:00.0,20.5,152.91,86.0,1.395,-5.75,70.12249999999999,16.315,523.035,121.69250000000001,86.0,20.5,641.47,152.91
2025-03-07T01:00:00.0,DK1,2025-03-07T02:00:00.0,-6.7,-49.97,87.0,1.8399999999999999,-4.8825,88.2575,23.235,658.3025,173.3075,87.0,-6.7,648.92,-49.97
2025-03-07T02:00:00.0,DK1,2025-03-07T03:00:00.0,-9.5,-70.86,85.88,4.5325,-0.125,188.6925,25.375,1407.4375,189.27,85.88,-9.5,640.57,-70.86
2025-03-07T03:00:00.0,DK1,2025-03-07T04:00:00.0,10.25,76.45,90.0,3.83,-0.315,117.26250000000002,38.07,874.6500000000001,283.96000000000004,90.0,10.25,671.3,76.45
2025-03-07T04:00:00.0,DK1,2025-03-07T05:00:00.0,8.0,59.67,101.3,0.9925,-1.5300000000000002,94.95,48.519999999999996,708.22,361.90500000000003,101.3,8.0,755.59,59.67
2025-03-07T05:00:00.0,DK1,2025-03-07T06:00:00.0,13.52,100.84,107.2,7.28,-2.73,1083.9825,16.215,8085.315,120.945,268.18,13.52,2000.33,100.84
2025-03-07T06:00:00.0,DK1,2025-03-07T07:00:00.0,33.0,246.14,131.37,0.0,-35.05,0.0,-20.7075,0.0,-154.4575,131.37,33.0,979.88,246.14
2025-03-07T07:00:00.0,DK1,2025-03-07T08:00:00.0,-10.05,-74.96,122.23,0.6675,-1.7875,115.13000000000001,36.459999999999994,858.7425,271.9525,122.23,-10.05,911.7,-74.96
2025-03-07T08:00:00.0,DK1,2025-03-07T09:00:00.0,-6.7,-49.97,83.0,3.5774999999999997,-1.6275000000000002,299.795,21.7975,2236.1425,162.585,83.0,-6.7,619.09,-49.97
2025-03-07T09:00:00.0,DK1,2025-03-07T10:00:00.0,12.0,89.51,65.3,1.1425,-9.727500000000001,144.965,-14.06,1081.2775,-104.87249999999999,65.3,12.0,487.07,89.51
2025-03-07T10:00:00.0,DK1,2025-03-07T11:00:00.0,-8.55,-63.77,31.81,0.4325,-7.6575,34.5075,-7.289999999999999,257.3875,-54.375,31.81,-8.55,237.27,-63.77
2025-03-07T11:00:00.0,DK1,2025-03-07T12:00:00.0,-13.41,-100.02,12.79,0.052500000000000005,-26.255,27.815,-83.3275,207.47,-621.5300000000001,12.79,-13.41,95.4,-100.02
2025-03-07T12:00:00.0,DK1,2025-03-07T13:00:00.0,-52.0,-387.86,8.08,0.0,-23.205000000000002,13.34,-37.92,99.5025,-282.84250000000003,8.08,-52.0,60.27,-387.86
2025-03-07T13:00:00.0,DK1,2025-03-07T14:00:00.0,-19.49,-145.37,37.06,0.005,-16.735,8.5975,-27.0525,64.1275,-201.7825,37.06,-19.49,276.43,-145.37
2025-03-07T14:00:00.0,DK1,2025-03-07T15:00:00.0,-14.08,-105.02,90.15,1.0025,-8.887500000000001,101.1075,23.4,754.15,174.54000000000002,90.15,-14.08,672.42,-105.02
2025-03-07T15:00:00.0,DK1,2025-03-07T16:00:00.0,-19.34,-144.26,110.0,0.9650000000000001,-1.2875,203.8275,36.14,1520.33,269.565,110.0,-19.34,820.48,-144.26
2025-03-07T16:00:00.0,DK1,2025-03-07T17:00:00.0,-11.03,-82.27,134.83,1.5075,-4.2325,224.955,22.964999999999996,1677.915,171.29500000000002,134.83,-11.03,1005.68,-82.27
2025-03-07T17:00:00.0,DK1,2025-03-07T18:00:00.0,-28.47,-212.35,195.47,0.034999999999999996,-0.8499999999999999,63.2875,48.925,472.05249999999995,364.9275,195.47,-28.47,1457.99,-212.35
2025-03-07T18:00:00.0,DK1,2025-03-07T19:00:00.0,33.0,246.14,165.8,0.01,-0.395,74.975,51.917500000000004,559.2325,387.25,165.8,33.0,1236.69,246.14
2025-03-07T19:00:00.0,DK1,2025-03-07T20:00:00.0,-41.0,-305.81,136.11,0.2025,-0.09749999999999999,94.19,54.5225,702.5525,406.6775,136.11,-41.0,1015.23,-305.81
2025-03-07T20:00:00.0,DK1,2025-03-07T21:00:00.0,30.0,223.77,118.55,0.02,-0.1175,57.2875,52.290000000000006,427.29999999999995,390.025,118.55,30.0,884.25,223.77
2025-03-07T21:00:00.0,DK1,2025-03-07T22:00:00.0,-3.01,-22.45,119.11,1.06,-0.2075,159.455,50.225,1189.3600000000001,374.625,119.11,-3.01,888.43,-22.45
2025-03-07T22:00:00.0,DK1,2025-03-07T23:00:00.0,-44.66,-333.11,102.42,0.42250000000000004,-1.5675000000000001,97.4925,37.3725,727.1875,278.75750000000005,222.61,-44.66,1660.43,-333.11
2025-03-07T23:00:00.0,DK1,2025-03-08T00:00:00.0,32.5,242.41,124.97,0.2025,-11.129999999999999,51.415,28.562499999999996,383.5,213.04500000000002,124.97,32.5,932.14,242.41
2025-03-08T00:00:00.0,DK1,2025-03-08T01:00:00.0,-15.0,-111.88,113.94,0.46,-0.20750000000000002,76.075,51.4425,567.4375,383.705,201.15,-15.0,1500.36,-111.88
2025-03-08T01:00:00.0,DK1,2025-03-08T02:00:00.0,35.5,264.79,117.22,0.4925,-0.0625,82.5675,52.11,615.86,388.6825,117.22,35.5,874.33,264.79
2025-03-08T02:00:00.0,DK1,2025-03-08T03:00:00.0,32.5,242.41,116.76,0.2475,-0.057499999999999996,72.1525,53.9175,538.1775,402.1675,116.76,32.5,870.9,242.41
2025-03-08T03:00:00.0,DK1,2025-03-08T04:00:00.0,36.0,268.52,118.42,4.26,0.0,182.985,12.815,1364.8675,95.585,118.42,36.0,883.28,268.52
2025-03-08T04:00:00.0,DK1,2025-03-08T05:00:00.0,16.09,120.01,121.3,0.7475,-0.0675,143.19,53.3375,1068.04,397.8375,121.3,16.09,904.76,120.01
2025-03-08T05:00:00.0,DK1,2025-03-08T06:00:00.0,31.25,233.09,114.9,4.9475,-3.9000000000000004,369.0575,17.5925,2752.7625000000003,131.22,114.9,31.25,857.03,233.09
2025-03-08T06:00:00.0,DK1,2025-03-08T07:00:00.0,30.9,230.48,120.59,1.275,-2.215,90.465,34.197500000000005,674.77,255.075,120.59,30.9,899.47,230.48
2025-03-08T07:00:00.0,DK1,2025-03-08T08:00:00.0,32.5,242.41,98.04,0.5025000000000001,-8.1075,107.66999999999999,-15.805,803.0975,-117.88749999999999,98.04,32.5,731.27,242.41
2025-03-08T08:00:00.0,DK1,2025-03-08T09:00:00.0,6.0,44.75,72.54,2.35,-1.575,122.45500000000001,17.439999999999998,913.3800000000001,130.0825,72.54,6.0,541.07,44.75
2025-03-08T09:00:00.0,DK1,2025-03-08T10:00:00.0,18.05,134.63,18.05,3.0025,-9.76,71.4025,-20.325000000000003,532.5825,-151.605,111.36,18.05,830.62,134.63
2025-03-08T10:00:00.0,DK1,2025-03-08T11:00:00.0,-20.0,-149.18,2.07,0.0,-27.25,0.0,-71.9975,0.0,-537.0225,12.0,-20.0,89.51,-149.18
2025-03-08T11:00:00.0,DK1,2025-03-08T12:00:00.0,20.0,149.18,-0.34,0.0,-30.6425,0.0,-712.8,0.0,-5316.702499999999,20.0,-0.84,149.18,-6.27
2025-03-08T12:00:00.0,DK1,2025-03-08T13:00:00.0,29.0,216.31,-0.1,0.005,-30.0875,7.8875,-1078.3975,58.8325,-8043.66,29.0,-0.23,216.31,-1.72
2025-03-08T13:00:00.0,DK1,2025-03-08T14:00:00.0,-2.58,-19.24,0.07,0.0075,-22.4625,7.55,-24.345,56.315,-181.5875,0.07,-2.58,0.52,-19.24
2025-03-08T14:00:00.0,DK1,2025-03-08T15:00:00.0,784.38,5850.61,56.2,0.19,-10.92,48.125,-2.7749999999999995,358.9575,-20.697499999999998,784.38,49.71,5850.61,370.78
2025-03-08T15:00:00.0,DK1,2025-03-08T16:00:00.0,1.07,7.98,100.86,0.3325,-21.3925,182.5125,-10.725,1361.3400000000001,-79.9975,100.86,1.07,752.3,7.98
2025-03-08T16:00:00.0,DK1,2025-03-08T17:00:00.0,-3.53,-26.33,145.58,0.6475,-1.3050000000000002,113.845,31.865,849.1575,237.67750000000004,145.58,-3.53,1085.87,-26.33
2025-03-08T17:00:00.0,DK1,2025-03-08T18:00:00.0,174.05,1298.22,174.05,0.0,-13.4475,0.0,9.5375,0.0,71.1375,174.05,40.0,1298.22,298.36
2025-03-08T18:00:00.0,DK1,2025-03-08T19:00:00.0,17.7,132.02,140.03,0.135,-17.82,153.7875,-4.1450000000000005,1147.085,-30.92,140.03,17.7,1044.47,132.02
2025-03-08T19:00:00.0,DK1,2025-03-08T20:00:00.0,3.36,25.06,111.21,0.0,-15.047500000000001,0.0,0.2775000000000001,0.0,2.067500000000001,111.21,3.36,829.5,25.06
2025-03-08T20:00:00.0,DK1,2025-03-08T21:00:00.0,-7.2,-53.7,100.0,0.0,-2.8075,0.0,7.612499999999999,0.0,56.78,100.0,-7.2,745.89,-53.7
2025-03-08T21:00:00.0,DK1,2025-03-08T22:00:00.0,31.25,233.09,99.24,0.045,-5.475,12.6575,7.447500000000001,94.41,55.550000000000004,99.24,31.25,740.22,233.09
2025-03-08T22:00:00.0,DK1,2025-03-08T23:00:00.0,97.94,730.52,97.94,0.55,-1.73,34.43,19.91,256.81,148.505,97.94,36.0,730.52,268.52
2025-03-08T23:00:00.0,DK1,2025-03-09T00:00:00.0,26.8,199.9,95.19,1.305,-0.44000000000000006,137.46,46.0575,1025.3025,343.53749999999997,95.19,26.8,710.01,199.9
2025-03-09T00:00:00.0,DK1,2025-03-09T01:00:00.0,-1.98,-14.77,94.81,0.045,-2.5275000000000003,37.5075,36.16,279.7625,269.7125,94.81,-1.98,707.18,-14.77
2025-03-09T01:00:00.0,DK1,2025-03-09T02:00:00.0,49.63,370.19,94.44,0.5325,-1.7550000000000001,133.76,42.155,997.7025,314.43,94.7,49.63,706.36,370.19
2025-03-09T02:00:00.0,DK1,2025-03-09T03:00:00.0,53.84,401.59,96.51,2.4675000000000002,-0.27249999999999996,161.375,50.3575,1203.6799999999998,375.6125,96.51,53.84,719.86,401.59
2025-03-09T03:00:00.0,DK1,2025-03-09T04:00:00.0,57.86,431.57,98.67,1.66,-0.2,87.95,18.1575,656.01,135.435,98.67,57.86,735.97,431.57
2025-03-09T04:00:00.0,DK1,2025-03-09T05:00:00.0,60.26,449.47,101.51,0.0425,-1.6800000000000002,31.174999999999997,37.9625,232.53,283.16,101.51,60.26,757.15,449.47
2025-03-09T05:00:00.0,DK1,2025-03-09T06:00:00.0,58.61,437.17,100.0,0.94,-1.195,60.91,48.4975,454.32,361.7375,100.0,58.61,745.89,437.17
2025-03-09T06:00:00.0,DK1,2025-03-09T07:00:00.0,58.07,433.14,93.01,3.7424999999999997,-0.8325,266.275,22.060000000000002,1986.1175,164.545,93.01,58.07,693.75,433.14
2025-03-09T07:00:00.0,DK1,2025-03-09T08:00:00.0,31.25,233.09,65.4,0.43,-8.5975,64.84,-41.02,483.635,-305.965,65.4,31.25,487.81,233.09
2025-03-09T08:00:00.0,DK1,2025-03-09T09:00:00.0,1.28,9.55,29.27,6.117500000000001,-1.1050000000000002,111.47749999999999,12.2025,831.5,91.01750000000001,29.27,1.28,218.32,9.55
2025-03-09T09:00:00.0,DK1,2025-03-09T10:00:00.0,-25.0,-186.47,10.1,4.14,-6.767499999999999,83.58500000000001,-14.1725,623.4525,-105.7075,24.0,-25.0,179.01,-186.47
2025-03-09T10:00:00.0,DK1,2025-03-09T11:00:00.0,-14.08,-105.02,0.03,3.0700000000000003,-19.875,39.345,-70.64,293.4725,-526.8975,20.0,-14.08,149.18,-105.02
2025-03-09T11:00:00.0,DK1,2025-03-09T12:00:00.0,-40.23,-300.07,-2.26,0.005,-16.080000000000002,13.355,-229.6275,99.6125,-1712.7649999999999,-2.26,-40.23,-16.86,-300.07
2025-03-09T12:00:00.0,DK1,2025-03-09T13:00:00.0,-25.0,-186.47,-2.04,0.83,-13.557500000000001,20.29,-15.662500000000001,151.34,-116.82249999999999,-2.04,-25.0,-15.22,-186.47
2025-03-09T13:00:00.0,DK1,2025-03-09T14:00:00.0,-25.0,-186.47,0.09,2.6149999999999998,-7.2175,69.995,-5.1575,522.0875000000001,-38.46750000000001,33.75,-25.0,251.74,-186.47
2025-03-09T14:00:00.0,DK1,2025-03-09T15:00:00.0,-13.41,-100.02,17.39,5.285,-4.3100000000000005,72.9425,2.4175000000000004,544.0699999999999,18.0325,44.0,-13.41,328.19,-100.02
2025-03-09T15:00:00.0,DK1,2025-03-09T16:00:00.0,-7.64,-56.99,90.56,4.4475,-0.335,437.33750000000003,42.614999999999995,3262.055,317.8625,90.56,-7.64,675.48,-56.99
2025-03-09T16:00:00.0,DK1,2025-03-09T17:00:00.0,38.0,283.44,112.06,4.9575000000000005,-0.7100000000000001,419.89750000000004,25.317499999999995,3131.9725,188.84249999999997,112.06,38.0,835.84,283.44
2025-03-09T17:00:00.0,DK1,2025-03-09T18:00:00.0,37.0,275.98,134.16,0.5475,-0.6925,77.725,35.11,579.745,261.88250000000005,134.16,37.0,1000.69,275.98
2025-03-09T18:00:00.0,DK1,2025-03-09T19:00:00.0,38.0,283.44,136.7,0.1,-1.455,52.69,43.2525,393.01,322.6175,137.44,38.0,1025.15,283.44
2025-03-09T19:00:00.0,DK1,2025-03-09T20:00:00.0,39.0,290.9,130.2,0.42500000000000004,-1.7199999999999998,94.535,20.479999999999997,705.1275,152.7575,130.2,39.0,971.15,290.9
2025-03-09T20:00:00.0,DK1,2025-03-09T21:00:00.0,22.0,164.1,121.44,0.0,-15.2725,0.0,8.745000000000001,0.0,65.22749999999999,121.44,22.0,905.81,164.1
2025-03-09T21:00:00.0,DK1,2025-03-09T22:00:00.0,37.5,279.71,110.01,0.135,-3.2475000000000005,16.1975,24.395000000000003,120.815,181.96,110.01,37.5,820.55,279.71
2025-03-09T22:00:00.0,DK1,2025-03-09T23:00:00.0,48.73,363.47,103.64,0.595,-0.31,102.1125,46.60249999999999,761.6475,347.60249999999996,156.01,48.73,1163.66,363.47
2025-03-09T23:00:00.0,DK1,2025-03-10T00:00:00.0,254.78,1900.38,95.84,1.1275,-1.9275,81.66,29.777499999999996,609.0925,222.105,254.78,40.0,1900.38,298.36
2025-03-10T00:00:00.0,DK1,2025-03-10T01:00:00.0,61.25,456.83,94.92,0.0325,-1.3225,91.585,38.190000000000005,683.0775000000001,284.8375,137.69,61.25,1026.95,456.83
2025-03-10T01:00:00.0,DK1,2025-03-10T02:00:00.0,59.5,443.77,96.7,0.265,-0.325,88.3475,47.6675,658.9300000000001,355.5225,96.7,59.5,721.23,443.77
2025-03-10T02:00:00.0,DK1,2025-03-10T03:00:00.0,35.0,261.04,96.87,0.6325,-2.7525,57.207499999999996,36.322500000000005,426.6775,270.9075,96.87,35.0,722.5,261.04
2025-03-10T03:00:00.0,DK1,2025-03-10T04:00:00.0,35.5,264.77,89.98,3.115,-0.0875,166.04500000000002,19.3925,1238.43,144.635,89.98,35.5,671.11,264.77
2025-03-10T04:00:00.0,DK1,2025-03-10T05:00:00.0,38.0,283.42,101.14,1.1449999999999998,-0.0675,127.72,47.8775,952.585,357.09000000000003,187.4,38.0,1397.7,283.42
2025-03-10T05:00:00.0,DK1,2025-03-10T06:00:00.0,35.0,261.04,144.25,0.0075,-7.5625,27.1675,25.5325,202.625,190.4325,190.13,35.0,1418.07,261.04
2025-03-10T06:00:00.0,DK1,2025-03-10T07:00:00.0,38.0,283.42,153.42,0.1125,-0.19,102.245,53.375,762.5849999999999,398.09250000000003,153.42,38.0,1144.27,283.42
